lncRNA,miRNA,Score,Interaction
AC011753.7,CASP4,0.0,0
SRRM2-AS1,RP5-940J5.9,0.0,0
RBM18,NONHSAG052969,0.0,0
DLX6-AS1,H19,0.0,0
SNHG17,CTD-2620I22.7,0.0,0
RP4-584D14.5,FGF9,0.0,0
miR-524-5p,MSC-AS1,0.0,0
KLHL3,RP13-895J2.7,0.0,0
AC083884.8,RP11-355B11.2,0.0,0
LOC387646,NONHSAG048949,0.0,0
TXNDC15,TTN-AS1,0.0,0
N4BP2L1,RAB11FIP5,0.0,0
NONHSAG022947,NONHSAG012197,0.0,0
STK11,CD2AP,0.0,0
NONHSAG029769,NONHSAG041054,0.0,0
NONHSAG051105,RAN,0.0,0
CD274,DNAJC9,0.0,0
hsa-miR-5704,MicroRNA-200a,0.0,0
RNF220,MAP4K5,0.0,0
NONHSAG047500,NONHSAG051105,0.0,0
hsa-miR-132-3p,CTD-2256P15.1,0.0,0
hsa-mir-342-3p,WT1-AS,0.0,0
hsa-miR-23c,HOTAIR,0.0,0
RP13-895J2.7,RP11-438B23.2,0.0,0
C1orf85,PIP5K1A,0.0,0
RP11-372K14.2,RP11-438B23.2,0.0,0
GTF2F2,NONHSAG030162,0.0,0
NONHSAG006772,KSR1,0.0,0
CROCCP2,RP11-124N3.2,0.0,0
MTRR,BORA,0.0,0
STRN4,METTL2B,0.0,0
LONP2,SLC25A22,0.0,0
PTEN,PABPN1,0.0,0
GTF2F2,NONHSAG030162,0.0,0
hsa-miR-6511b-3p,RP11-386G11.10,0.0,0
CTB-113P19.4,HARS,0.0,0
NONHSAG033656,RPL36,0.0,0
VHL,NONHSAG018111,0.0,0
TMEM199,PANK3,0.0,0
ACAP3,NONHSAG043790,0.0,0
ELOVL1,RP11-498C9.2,0.0,0
ATF3,PDGFRL,0.0,0
MRPL51,RP11-166P13.4,0.0,0
CUL3,NONHSAG017420,0.0,0
ADAM10,NONHSAG051356,0.0,0
NONHSAG051650,INTS1,0.0,0
CNOT6,NDUFB4,0.0,0
NONHSAG017162,CLK2,0.0,0
RP11-46A10.5,hsa-miR-4747-5p,0.0,0
NONHSAG011386,miR-449b-5p,0.0,0
NONHSAG052148,AC007620.3,0.0,0
MAU2,PPIA,0.0,0
RP11-661A12.7,AC002075.4,0.0,0
NONHSAG002780,YIPF3,0.0,0
hsa-mir-128,miR-2355-5p,0.0,0
MKLN1,SNAP47-AS1,0.0,0
ANXA1,SMIM14,0.0,0
P2RY11,AC147651.3,0.0,0
NONHSAG047376,PABPN1,0.0,0
PRIM1,ARFGEF1,0.0,0
MRPL30,PRIM1,0.0,0
RP11-755F10.3,LIME1,0.0,0
NONHSAG051105,RAN,0.0,0
hsa-miR-106a-3p,NONHSAG012658,0.0,0
SNRPA1,NONHSAG048949,0.0,0
hsa-miR-1224-3p,LINC00887,0.0,0
NONHSAG051804,DPM2,0.0,0
hsa-miR-502-5p,SACM1L,0.0,0
AC034102.1,USP8,0.0,0
hsa-miR-647,MicroRNA-200a,0.0,0
HDAC8,PSMD13,0.0,0
hsa-let-7f-5p,RP11-1136J12.1,0.0,0
hsa-mir-148a,RPL13A,0.0,0
hsa-miR-452-3p,NONHSAG037315,0.0,0
BCLAF1,C7orf50,0.0,0
miR-146a,MicroRNA-200a,0.0,0
NONHSAG037085,FGFR1OP,0.0,0
RP4-622L5.7,NONHSAG037161,0.0,0
CTD-2270L9.5,SFXN5,0.0,0
AL021068.1,MFN1,0.0,0
hsa-miR-185-3p,CUDR,0.0,0
NONHSAG042355,RP11-49K24.8,0.0,0
NONHSAG035077,C1QTNF9-AS1,0.0,0
hsa-mir-32,TRIP13,0.0,0
hsa-miR-296-3p,CD276,0.0,0
hsa-mir-17/20b/93/51,NONHSAG020347,0.0,0
hsa-mir-20b-3p,C15orf41,0.0,0
hsa-miR-362-5p,TTC33,0.0,0
hsa-miR-92b-3p,ADAM15,0.0,0
NONHSAG011674,42068,0.0,0
hsa-miR-495-3p,PSME2,0.0,0
IGDCC4,MIR142,0.0,0
ARAP1,DLG3,0.0,0
hsa-miR-4295,7SL,0.0,0
DPY19L3,LINS,0.0,0
hsa-miR-330-3p,BIRC5,0.0,0
NONHSAG052752,TRAPPC10,0.0,0
hsa-miR-96-5p,GMPR2,0.0,0
LPIN1,NARG2,0.0,0
FGD5-AS1,hsa-mir-20a/106b,0.0,0
POLR2D,ARMCX2,0.0,0
SREK1,S100PBP,0.0,0
hsa-mir-17/20b/93/51,NONHSAG043853,0.0,0
hsa-let-7g-5p,RBM26-AS1,0.0,0
hsa-mir-193a-3p/193b,EYA1,0.0,0
NONHSAG019270,hsa-miR-1271-3p,0.0,0
hsa-miR-125b-5p,ZFPM2-AS1,0.0,0
NONHSAG000483,hsa-miR-136-3p,0.0,0
hsa-miR-370,RP11-727A23.5,0.0,0
NONHSAG008571,hsa-miR-369-3p,0.0,0
hsa-miR-330-3p,UBL5,0.0,0
hsa-miR-326,MALAT-1,0.0,0
NONHSAG005848,NONHSAG032981,0.0,0
hsa-mir-34c-5p,RP11-248G5.8,0.0,0
TLR1,CTD-2083E4.7,0.0,0
hsa-miR-224-5p,SNAPIN,0.0,0
NONHSAG052166,HMGXB4,0.0,0
hsa-mir-148a,IQCH-AS1,0.0,0
hsa-miR-146b-5p,SRSF2,0.0,0
BCL2,RPS27L,0.0,0
TAPT1,NONHSAG002009,0.0,0
hsa-mir-137,ANAPC13,0.0,0
NONHSAG037496,hsa-miR-378c,0.0,0
hsa-miR-340-5p,NONHSAG047246,0.0,0
SF1,hsa-miR-378i,0.0,0
hsa-miR-143-3p,NONHSAG053219,0.0,0
hsa-miR-129-5p,NONHSAG032924,0.0,0
MIR10A,SVIP,0.0,0
hsa-miR-146b-5p,SNHG11,0.0,0
EIF4A1,TCTN1,0.0,0
hsa-miR-647,MicroRNA-200a,0.0,0
TMEM209,RP11-364B6.1,0.0,0
NONHSAG026205,NONHSAG026682,0.0,0
RP11-374M1.4,RP11-796E2.4,0.0,0
AGO2,RP11-112H10.6,0.0,0
hsa-miR-340-5p,NONHSAG036637,0.0,0
C22orf43,hsa-miR-6893-3p,0.0,0
hsa-miR-582-3p,DDX54,0.0,0
NONHSAG005685,miR-522-3p,0.0,0
NPDC1,RP11-44D19.1,0.0,0
hsa-mir-216a-3p,RNF219-AS1,0.0,0
NONHSAG055039,HCP5,0.0,0
MCUR1,hsa-miR-586,0.0,0
DEAF1,GPN1,0.0,0
TFAP4,LRRC16A,0.0,0
ZNF407,AC131097.3,0.0,0
hsa-let-7g-5p,LMO3,0.0,0
ALDH9A1,NONHSAG021930,0.0,0
hsa-miR-299-3p,RP6-24A23.7,0.0,0
hsa-miR-378h,NONHSAG025186,0.0,0
hsa-miR-449a,RP11-547D24.1,0.0,0
CTD-2228K2.5,miR-876-5p,0.0,0
LINC02323,miR-1343-3p,0.0,0
hsa-mir-488-3p,POLR1D,0.0,0
hsa-miR-328,NONHSAG026847,0.0,0
hsa-miR-133b,NONHSAG032337,0.0,0
RANBP17,RNF38,0.0,0
PMPCB,NONHSAG052969,0.0,0
hsa-miR-218-1-3p,RP4-781K5.2,0.0,0
RP11-106M3.2,RP11-90H3.1,0.0,0
TLE3,RP11-715J22.2,0.0,0
RP11-161D15.3,hsa-miR-586,0.0,0
NONHSAG013221,NONHSAG035119,0.0,0
FRA10AC1,hsa-miR-384,0.0,0
HDAC10,CHTOP,0.0,0
RP4-604K5.1,HDAC8,0.0,0
ADAR,POLD2,0.0,0
hsa-mir-130a-3p,NONHSAG036952,0.0,0
NOP56,hsa-miR-221-3p,0.0,0
PPIE,NONHSAG021930,0.0,0
hsa-miR-125b-5p,NONHSAG023081,0.0,0
NONHSAG041718,DDX1,0.0,0
hsa-miR-33a-3p,ZDHHC7,0.0,0
hsa-mir-15a/15b/16/1,FAM91A1,0.0,0
NONHSAG051640,DDX1,0.0,0
NONHSAG034905,C12orf29,0.0,0
hsa-miR-519d,NONHSAG033711,0.0,0
miR-155-5p,PTTG3P,0.0,0
hsa-miR-212-5p,NONHSAG017675,0.0,0
hsa-mir-130a-3p,LINC00992,0.0,0
hsa-miR-493-5p,ZNF518A,0.0,0
hsa-miR-30b-3p,NONHSAG008567,0.0,0
AP001062.7,CMTM7,0.0,0
NONHSAG047690,ATF2,0.0,0
SERTAD3,RP1-211D12.3,0.0,0
NONHSAG039954,NONHSAG043853,0.0,0
MIR142,NONHSAG018393,0.0,0
NONHSAG049895,FAM134B,0.0,0
NONHSAG050865,RP1-59D14.6,0.0,0
STMN1,RP11-574K11.16,0.0,0
hsa-miR-7-2-3p,CTD-2256P15.1,0.0,0
CACUL1,VBP1,0.0,0
NPPA-AS1,RP11-90H3.1,0.0,0
RP5-821D11.7,AC007559.1,0.0,0
AC074212.5,LOC100129931,0.0,0
NONHSAG032337,NONHSAG021667,0.0,0
PRPSAP2,ZNF268,0.0,0
PTPLAD1,POGZ,0.0,0
hsa-miR-526b-3p,PPP1R12B,0.0,0
ATPAF2,NONHSAG031255,0.0,0
NONHSAG003372,B4GALNT1,0.0,0
DMRTC2,PHF21A,0.0,0
RP1-193H18.2,NONHSAG048582,0.0,0
PRPF40B,ESYT2,0.0,0
NONHSAG003607,C16orf93,0.0,0
CXorf40B,IRAK4,0.0,0
RP4-555D20.2,RP11-461A8.4,0.0,0
DTL,RP11-108M21.1,0.0,0
PRR13,MTND1P22,0.0,0
RPPH1,LINC00649,0.0,0
NONHSAG047193,RP11-296K13.1,0.0,0
SERINC3,RP11-65J21.3,0.0,0
C19orf55,UBE2F,0.0,0
AL353671.3,NONHSAG005278,0.0,0
HLA-F-AS1,NDUFB4,0.0,0
SNRNP200,RIMKLB,0.0,0
NFE2L1,RP11-1069G10.1,0.0,0
LYRM2,AQR,0.0,0
BAZ2A,TMEM39A,0.0,0
ZNF91,NONHSAG023081,0.0,0
CASC9,ENO2,0.0,0
NONHSAG031255,SKI,0.0,0
TTI1,CD151,0.0,0
SBF2-AS1,WT1-AS,0.0,0
NONHSAG040031,SCAND2P,0.0,0
MFSD8,S100PBP,0.0,0
NONHSAG037117,CCT4P1,0.0,0
SLC5A6,NONHSAG026682,0.0,0
C14orf105,ZNF224,0.0,0
PDGFRL,IQGAP1,0.0,0
PEX10,SPSB3,0.0,0
C12orf4,NONHSAG021930,0.0,0
CANX,GPS1,0.0,0
NR2C2AP,LRCH3,0.0,0
hsa-mir-1,hsa-miR-3159,0.0,0
NONHSAG043225,NONHSAG032899,0.0,0
hsa-miR-135a2,RP11-574K11.16,0.0,0
SLC50A1,NONHSAG051356,0.0,0
CTD-2540B15.11,C1orf109,0.0,0
DTWD1,miR-934,0.0,0
LINC00692,RPL36,0.0,0
hsa-mir-302b-3p,HOTAIR,0.0,0
BAZ2B,RIMKLB,0.0,0
EIF5,miR-525-5p,0.0,0
COMMD3,NDUFA5,0.0,0
LOC284801,SCAND2P,0.0,0
MIR4732,RP11-742N3.1,0.0,0
NONHSAG003951,NONHSAG051336,0.0,0
CNBP,RP11-729L2.2,0.0,0
NET1,RP11-124N3.2,0.0,0
RP11-247L20.4,RAD9B,0.0,0
SNHG17,CTD-2620I22.7,0.0,0
NONHSAG016687,VPS37B,0.0,0
NONHSAG027419,NDUFA5,0.0,0
FAM135A,NONHSAG014277,0.0,0
RP1-86D1.5,miR-934,0.0,0
MAP2K4P1,RNF141,0.0,0
POM121C,GNG5,0.0,0
NONHSAG013417,NONHSAG033192,0.0,0
SDCBP2-AS1,NONHSAG043930,0.0,0
CTD-2377D24.6,PCMTD1,0.0,0
hsa-miR-542-3p,NONHSAG022594,0.0,0
DHRS11,NONHSAG043248,0.0,0
NONHSAG011584,miR-449b-5p,0.0,0
RRAGC,C12orf23,0.0,0
SENP5,GOLGA2B,0.0,0
NHP2L1,RP11-297M9.2,0.0,0
NONHSAG008536,RP11-500G22.2,0.0,0
NONHSAG021996,RP11-1055B8.4,0.0,0
ZCCHC17,TOMM20,0.0,0
RP11-973H7.2,WDR72,0.0,0
DPH5,NONHSAG011424,0.0,0
RPL35A,ZNF503-AS2,0.0,0
CDK17,NONHSAG034087,0.0,0
NONHSAG014700,TRPA1,0.0,0
MAU2,PPIA,0.0,0
hsa-miR-365b-3p,NDUFS7,0.0,0
LINC00630,PDGFRL,0.0,0
XRN1,hsa-miR-3646,0.0,0
TOMM20,CARHSP1,0.0,0
NONHSAG002891,NONHSAG042355,0.0,0
KCTD9,DMRTC2,0.0,0
PAIP2,GBAS,0.0,0
PRR4,RP3-399L15.1,0.0,0
PABPC4,WT1-AS,0.0,0
NONHSAG022317,FUBP3,0.0,0
NONHSAG019789,miR-17-5p,0.0,0
NONHSAG044838,IFI44L,0.0,0
NONHSAG033523,RP11-27I1.4,0.0,0
PHF20,miR-449b-5p,0.0,0
NONHSAG040532,LMNB2,0.0,0
PABPN1,NONHSAG039865,0.0,0
LYPLA1,HOTAIR,0.0,0
RP11-611L7.1,FRA10AC1,0.0,0
GOLGA2B,SENP5,0.0,0
CFLAR,AC007620.3,0.0,0
NONHSAG017565,NFXL1,0.0,0
CD151,LDOC1,0.0,0
NONHSAG026692,TTC14,0.0,0
TGDS,SRSF7,0.0,0
